id	broker_name	collected_by	center_name
6928		THE CONCIERGE- 2310 Eldridge Pkwy S	SUB11383994
6929		DEERBROOK SKILLED NURSING - 9250 HUMBLE-WESTFIELD ROAD	SUB11383994
6930		BROOKDALE WILLOWBROOKE - 13500 BRETON RIDGE ST	SUB11383994
6931		FORT BEND COUNTY JAIL - 1410 RICHMOND PARKWAY	SUB11383994
6932		State Hygienic Laboratory at the University of Iowa	SUB11384542
6933		University of Iowa Hospitals and Clinics	SUB11384542
6934		ALLINA HEALTH LABORATORY - ABBOTT NORTHWESTERN	SUB11384586
6935		GLENCOE REGIONAL HEALTH SERVICE	SUB11384586
6936		INFINITY BIOLOGIX	SUB11384586
6937		SANFORD BEMIDJI MEDICAL CENTER	SUB11384586
6938		NORTH MEMORIAL HOSPITAL	SUB11384586
6939		PARK NICOLLET METHODIST HOSPITAL	SUB11384586
6940		HEALTHEAST - ST JOHNS HOSPITAL	SUB11384586
6941		VALLEY MEDICAL &amp; WELLNESS	SUB11384586
6942		CARRIS HEALTH - RICE MEMORIAL HOSPITAL	SUB11384586
6943		RIDGEVIEW MEDICAL CENTER	SUB11384586
6944		UNIVERSITY OF MINNESOTA - BOYNTON HEALTH SERVICE	SUB11384595
6945		CHILDREN&apos;S HOSPITAL AND CLINIC - MINNEAPOLIS	SUB11384595
6946		INFINITY BIOLOGIX	SUB11384595
6947		NORTH MEMORIAL HOSPITAL	SUB11384595
6948		LAKE REGION HEALTHCARE	SUB11384595
6949		CENTRACARE LABORATORY SERVICES	SUB11384595
6950		HUTCHINSON HEALTH HOSPITAL	SUB11384595
6951		State Hygienic Laboratory at the University of Iowa	SUB11384709
6952		Texas Department of State Health Services	SUB11384958
6953		Texas Department of State Health Services	SUB11384985
6954		Colorado Department of Public Health and Environment	SUB11385228
6955		North Carolina State Laboratory of Public Health	SUB11387582
6956		UWHC	SUB11387955
6957		UWHC	SUB11388002
6958		PIH Health Whittier Hospital	SUB11388048
6959		Torrance Memorial Medical Center	SUB11388048
6960		Healthy Care Clinical Laboratories	SUB11388048
6961		Palmdale Regional Medical Center	SUB11388048
6962		PIH Health Downey Hospital	SUB11388048
6963		modMD	SUB11388048
6964		Olive View Medical Center	SUB11388048
6965		Bio Lab	SUB11388048
6966		OmniPathology Laboratory	SUB11388048
6967		Sun Clinical Laboratory	SUB11388048
6968		Pomona Valley Hospital Medical Center	SUB11388048
6969		Fulgent Genetics	SUB11388048
6970		Martin Luther King, Jr. Outpatient Center	SUB11388048
6971		Saint Francis Medical Center	SUB11388048
6972		Providence Saint John&apos;s Health Center	SUB11388048
6973		Clarity Mobile Venture	SUB11388050
6974		Torrance Memorial Medical Center	SUB11388050
6975		modMD	SUB11388050
6976		Providence Saint John&apos;s Health Center	SUB11388050
6977		UCLA Clinical Micro Lab	SUB11388050
6978		Huntington Memorial Hospital	SUB11388050
6979		Sun Clinical Laboratory	SUB11388050
6980		California Hospital Medical Center	SUB11388050
6981		Sunrise Diagnostic Laboratories	SUB11388050
6982		Bio Lab	SUB11388050
6983		State Hygienic Laboratory at the University of Iowa	SUB11388799
6984		University of Iowa Hospitals and Clinics	SUB11388799
6985		Test Iowa	SUB11388799
6986		State Hygienic Laboratory at the University of Iowa	SUB11389133
6987			SUB11393334
6988		UWHC	SUB11393452
6989		State Hygienic Laboratory at the University of Iowa	SUB11396767
6990		COUNTY OF SAN LUIS OBISPO PUBLIC HEALTH DEPARTMENT	SUB11398608
6991		MARIAN MEDICAL CENTER LABORATORY	SUB11398608
6992		SIERRA VISTA REGIONAL MEDICAL CENTER LABORATORY	SUB11398608
6993		TWIN CITIES COMMUNITY HOSPITAL LABORATORY	SUB11398608
6994		ARROYO GRANDE COMMUNITY HOSPITAL LABORATORY	SUB11398608
6995		FRENCH HOSPITAL LABORATORY	SUB11398608
6996		CAL POLY UNIVERSITY HEALTH CENTER	SUB11398608
6997		NJDOH, Public Health and Environmental Laboratories	SUB11403189
6998		University of Iowa Hospitals and Clinics	SUB11406767
6999		State Hygienic Laboratory at the University of Iowa	SUB11406767
7000		Colorado Department of Public Health and Environment	SUB11406798
7001		Colorado Department of Public Health and Environment	SUB11406799
7002		Colorado Department of Public Health and Environment	SUB11406800
7003		University of Iowa Hospitals and Clinics	SUB11406839
7004		Pangenomics International Pvt. Ltd, Ahmedabad	SUB11407993
7005		Northstar Pathology Laboratory, Ahmedabad	SUB11407993
7006		Pathocare Pathology Laboratory, Vadodara	SUB11407993
7007		Supratech Micropath Diagnostics &amp; Research laboratory Ahmedabad	SUB11407993
7008		Sterling Accuris Diagnostic, Mehsana	SUB11407993
7009		Unipath Speciality Laboaratory, Ahmedabad	SUB11407993
7010		M.P.Shah Government Medical College, Jamnagar	SUB11407993
7011		Toprani Advance lab Systems, Vadodara	SUB11407993
7012		Pandit Dindayal Upadhyay Medical College, Rajkot	SUB11407993
7013		Apollo Hospital International Limited, Ahmedabad	SUB11407993
7014		Sunflower Laboratory, Memnagar, Ahmedabad	SUB11407993
7015		Divine Lab, Fategunj, Vadodara	SUB11407993
7016		GMERS Medical College, Gotri, Vadodara	SUB11407993
7017		APRL Pathlabs - Vadodara	SUB11407993
7018		GMERS Medical College, Gandhinagar	SUB11407993
7019		GMERS Medical College, Himmatnagar	SUB11407993
7020		Prayag Diagnostic, Vadodara	SUB11407993
7021		Colleen Kraft	SUB11408230
7022		Pennsylvania Department of Health Bureau of Laboratories	SUB11408384
7023		Pandemic Response Lab - NYC	SUB11408424
7024		Pandemic Response Lab - NYC	SUB11408427
7025			SUB11411870
7026		Wisconsin State Laboratory of Hygiene	SUB11411920
7027		Wisconsin State Laboratory of Hygiene	SUB11412627
7028		Wisconsin State Laboratory of Hygiene	SUB11412955
7029		Colorado Department of Public Health and Environment	SUB11417229
7030		COUNTY OF SAN LUIS OBISPO PUBLIC HEALTH DEPARTMENT	SUB11418712
7031		SIERRA VISTA REGIONAL MEDICAL CENTER LAB	SUB11418712
7032		TWIN CITIES COMMUNITY HOSPITAL LAB	SUB11418712
7033		County of San Luis Obispo Public Health Laboratory	SUB11418717
7034		TWIN CITIES COMMUNITY HOSPITAL LABORATORY	SUB11418717
7035		SIERRA VISTA REGIONAL MEDICAL CENTER LABORATORY	SUB11418717
7036		COUNTY OF SAN LUIS OBISPO PUBLIC HEALTH DEPARTMENT	SUB11418726
7037		CAL POLY UNIVERSITY HEALTH CENTER	SUB11418726
7038		COUNTY OF SAN LUIS OBISPO PUBLIC HEALTH DEPARTMENT	SUB11418733
7039		TWIN CITIES COMMUNITY HOSPITAL LABORATORY	SUB11418733
7040		SIERRA VISTA REGIONAL MEDICAL CENTER LABORATORY	SUB11418733
7041		SIERRA VISTA REGIONAL MEDICAL CENTER LABORATORY	SUB11418741
7042		COUNTY OF SAN LUIS OBISPO PUBLIC HEALTH DEPARTMENT	SUB11418741
7043		TWIN CITIES COMMUNITY HOSPITAL LABORATORY	SUB11418741
7044		Central Health Laboratory,Ministry of Health and Wellness	SUB11420367
7045		National Health Laboratory Service	SUB11420439
7046		Africa Health Research Institute	SUB11420439
7047			SUB11420439
7048		Texas Department of State Health Services	SUB11420485
7049		Colleen Kraft	SUB11420755
7050		Colleen Kraft	SUB11420769
7051		Texas Department of State Health Services	SUB11420836
7052		Texas Department of State Health Services	SUB11421224
7053		TPMG Regional Laboratory	SUB11421341
7054		Texas Department of State Health Services	SUB11424527
7055		Sunflower Laboratory, Memnagar, Ahmedabad	SUB11427340
7056		Unipath Speciality Laboaratory, Ahmedabad	SUB11427340
7057		Pathocare Pathology Laboratory, Vadodara	SUB11427340
7058		Government Medical College, Surat	SUB11427340
7059		In Vitro Speciality Laboratory, Ahmedabad	SUB11427340
7060		Divine Lab, Fategunj, Vadodara	SUB11427340
7061		Supratech Micropath Diagnostics &amp; Research laboratory Ahmedabad	SUB11427340
7062		Pangenomics International Pvt. Ltd, Ahmedabad	SUB11427340
7063		Sanjeevani Metropolis, Rajkot	SUB11427340
7064		GMERS Medical College and Hospital, Sola, Ahmedabad	SUB11427340
7065		Molecular lab, Shree Krishna Hospital, Karamsad, Anand	SUB11427340
7066		State Hygienic Laboratory at the University of Iowa	SUB11427433
7067		State Hygienic Laboratory at the University of Iowa	SUB11427713
7068		Test Iowa	SUB11427713
7069		University of Iowa Hospitals and Clinics	SUB11427713
7070		State Hygienic Laboratory at the University of Iowa	SUB11427777
7071		University of Iowa Hospitals and Clinics	SUB11427949
7072		State Hygienic Laboratory at the University of Iowa	SUB11427949
7073		Test Iowa	SUB11427949
7074		State Hygienic Laboratory at the University of Iowa	SUB11431321
7075		MARIAN MEDICAL CENTER LABORATORY	SUB11431384
7076		FRENCH HOSPITAL LABORATORY	SUB11431384
7077		SIERRA VISTA REGIONAL MEDICAL CENTER LABORATORY	SUB11431384
7078		SAN LUIS OBISPO PUBLIC HEALTH DEPARTMENT	SUB11431384
7079		TWIN CITIES COMMUNITY HOSPITAL LABORATORY	SUB11431384
7080		ARROYO GRANDE COMMUNITY HOSPITAL LABORAORY	SUB11431384
7081		MARIAN MEDICAL CENTER LAB	SUB11431384
7082		Texas Department of State Health Services	SUB11431421
7083		Texas Department of State Health Services	SUB11431422
7084		Wisconsin State Laboratory of Hygiene	SUB11431484
7085		Africa Centers for Disease Control and Prevention	SUB11436400
7086		CT Department of Public Health	SUB11436932
7087		Shield T3 Health	SUB11437411
7088		Torrance Memorial Medical Center	SUB11437411
7089		Healthy Care Clinical Laboratories	SUB11437411
7090		USC Clinical Lab	SUB11437411
7091		Quick Medical Diagnosis	SUB11437411
7092		Bio Lab	SUB11437411
7093		UCLA Clinical Micro Lab	SUB11437411
7094		Clarity Mobile Venture	SUB11437411
7095		PIH Health Whittier Hospital	SUB11437411
7096		Huntington Memorial Hospital	SUB11437411
7097		Henry Mayo Newhall Hospital	SUB11437411
7098		Pomona Valley Hospital Medical Center	SUB11437411
7099		Providence Saint John&apos;s Health Center	SUB11437411
7100		Pomona Valley Hospital Medical Center	SUB11437414
7101		UCLA Clinical Micro Lab	SUB11437414
7102		California Hospital Medical Center	SUB11437414
7103		Quantgene Lab	SUB11437414
7104		Bio Lab	SUB11437414
7105		Palmdale Regional Medical Center	SUB11437414
7106		modMD	SUB11437414
7107		Olive View Medical Center	SUB11437414
7108		Huntington Memorial Hospital	SUB11437414
7109		Fulgent Genetics	SUB11437414
7110			SUB11440376
7111			SUB11440399
7112		Africa Centres for Disease Control and Prevention	SUB11440451
7113		National Health Laboratory service	SUB11440480
7114		National Health Laboratory Service	SUB11440530
7115		Texas Department of State Health Services	SUB11440532
7116		Montana Public Health Laboratory	SUB11440565
7117		Texas Department of State Health Services	SUB11445631
7118		Coconino County HHS	SUB11446426
7119		Flagstaff Medical Center	SUB11446426
7120		ADHS	SUB11446426
7121		Wisconsin State Laboratory of Hygiene	SUB11447443
7122		Wisconsin State Laboratory of Hygiene	SUB11447815
7123		Wisconsin State Laboratory of Hygiene	SUB11447849
7124		Wisconsin State Laboratory of Hygiene	SUB11448069
7125		Wisconsin State Laboratory of Hygiene	SUB11448244
7126		Colorado Department of Public Health and Environment	SUB11453005
7127		Colorado Department of Public Health and Environment	SUB11453007
7128		Colorado Department of Public Health and Environment	SUB11453746
7129		USAMD-AFRIMS	SUB11454033
7130			SUB11455192
7131		University of Iowa Hospitals and Clinics	SUB11456161
7132		Texas Department of State Health Services	SUB11456195
7133		State Hygienic Laboratory at the University of Iowa	SUB11456332
7134		University of Iowa Hospitals and Clinics	SUB11456474
7135		State Hygienic Laboratory at the University of Iowa	SUB11456474
7136		CDPH VBL	SUB11456644
7137		Montana Public Health Laboratory	SUB11456645
7138		TPMG Regional Laboratory	SUB11456648
7139		School Antigen COVIDNet Project	SUB11456692
7140		Utah Public Health Laboratory	SUB11456717
7141		Idaho Bureau of Laboratories	SUB11456808
7142			SUB11456936
7143		UWHC	SUB11457018
7144		UWHC	SUB11457025
7145			SUB11457072
7146		Clinical Lab, Aga Khan University Hospital	SUB11458041
7147			SUB11458241
7148		Africa Centers for Disease Control and Prevention	SUB11458261
7149		University of Iowa Hospitals and Clinics	SUB11458269
7150		State Hygienic Laboratory at the University of Iowa	SUB11458269
7151		National Health Laboratory Service	SUB11458290
7152		NJDOH, Public Health and Environmental Laboratories	SUB11458303
7153		State Hygienic Laboratory at the University of Iowa	SUB11458471
7154		University of Iowa Hospitals and Clinics	SUB11458471
7155		Pennsylvania Department of Health Bureau of Laboratories	SUB11458515
7156		CDPH VBL	SUB11458518
7157			SUB11458644
7158		Wisconsin State Laboratory of Hygiene	SUB11458650
7159		Idaho Bureau of Laboratories	SUB11458752
7160		State Hygienic Laboratory at the University of Iowa	SUB11458835
7161		University of Iowa Hospitals and Clinics	SUB11458835
7162		AIDS Vaccine Research Laboratory	SUB11458966
8994		HOSPITAL CIUDAD NEILY	SUB11720326
7163		University of Iowa Hospitals and Clinics	SUB11458978
7164		State Hygienic Laboratory at the University of Iowa	SUB11458978
7165		Idaho Bureau of Laboratories	SUB11459128
7166		Texas Department of State Health Services	SUB11459142
7167		PrimBio Research Institute	SUB11459285
7168		NJDOH, Public Health and Environmental Laboratories	SUB11461276
7169		Wisconsin State Laboratory of Hygiene	SUB11461483
7170		Wisconsin State Laboratory of Hygiene	SUB11461964
7171		Texas Department of State Health Services	SUB11462000
7172		Wisconsin State Laboratory of Hygiene	SUB11462001
7173		Wisconsin State Laboratory of Hygiene	SUB11463817
7174		Wisconsin State Laboratory of Hygiene	SUB11463831
7175		Wisconsin State Laboratory of Hygiene	SUB11463981
7176		Wisconsin State Laboratory of Hygiene	SUB11464007
7177		Wisconsin State Laboratory of Hygiene	SUB11464064
7178		Wisconsin State Laboratory of Hygiene	SUB11464231
7179		CT Department of Public Health	SUB11464304
7180		Wisconsin State Laboratory of Hygiene	SUB11464326
7181		Tricore Collection Location	SUB11464331
7182		New Mexico Department of Health Scientific Laboratory	SUB11464331
7183		CT Department of Public Health	SUB11464332
7184		Wisconsin State Laboratory of Hygiene	SUB11464346
7185		CT Department of Public Health	SUB11464348
7186		Texas Department of State Health Services	SUB11464388
7187			SUB11464400
7188		Idaho Bureau of Laboratories	SUB11464431
7189		UWHC	SUB11464626
7190		Idaho Bureau of Laboratories	SUB11464669
7191		UWHC	SUB11464832
7192		UWHC	SUB11464872
7193		UWHC	SUB11464935
7194		Colorado Department of Public Health and Environment	SUB11466267
7195		National Health Laboratory Service	SUB11466716
7196		Central Health Laboratory,Ministry of Health and Wellness	SUB11466751
7197		CT Department of Public Health	SUB11467022
7198		CT Department of Public Health	SUB11467049
7199		Pennsylvania Department of Health Bureau of Laboratories	SUB11467066
7200		Tricore Collection Location	SUB11467081
7201		CT Department of Public Health	SUB11467112
7202		Utah Public Health Laboratory	SUB11467958
7203		San Bernardino CHD	SUB11470757
7204		San Joaquin CHD	SUB11470757
7205		Valley Children	SUB11470757
7206		CCHCS	SUB11470757
7207		San Mateo CHD	SUB11470757
7208		Santa Clara CHD	SUB11470757
7209		BIDS Imperial	SUB11470757
7210		Butte CHD	SUB11470757
7211		Madera CHD	SUB11470757
7212		Riverside CHD	SUB11470757
7213		Kings CHD	SUB11470757
7214		Ventura CHD	SUB11470757
7215		Kaiser Regional-60 So. Sacramento	SUB11470757
7216		Kaiser Regional-37 Redwood City	SUB11470757
7217		Kaiser Regional-59 Roseville	SUB11470757
7218		Sutter CHD	SUB11470757
7219		Kaiser Regional-61 Sac Med Cen	SUB11470757
7220		Sacramento CHD	SUB11470757
7221		Kaiser Regional-72 Fresno	SUB11470757
7222		Contra Costa CHD	SUB11470757
7223		Kaiser Regional-12 Richmond	SUB11470757
7224		Kaiser Regional-57 Deer Valley	SUB11470757
7225		Amador CHD	SUB11470757
7226		San Francisco CHD	SUB11470757
7227		Kaiser Regional-92 San Leandro	SUB11470757
7228		Placer CHD	SUB11470757
7229		Kaiser Regional-85 Modesto	SUB11470757
7230		Kaiser Regional-55 Antioch	SUB11470757
7231		Kaiser Regional-49 Manteca	SUB11470757
7232		Color	SUB11470757
7233		Kaiser Regional-51 Walnut Creek	SUB11470757
7234		Kern PHD	SUB11470757
7235		Fresno CHD	SUB11470757
7236		CDPH-VBL	SUB11470757
7237		Shasta CHD	SUB11470757
7238		Kaiser--Fresno	SUB11470757
7239		CDPH-VRDL	SUB11470757
7240		Kaiser Regional-21 Vallejo	SUB11470757
7241		Stanislaus CHD	SUB11470757
7242		LabCorp SNDG	SUB11470757
7243		Santa Cruz CHD	SUB11470757
7244		Kaiser Regional-67 Vacaville	SUB11470757
7245		Napa/Solano County PHL	SUB11470757
7246		Alameda CHD	SUB11470757
7247		Lake CHD	SUB11470757
7248		Kaiser Regional-39 San Rafael	SUB11470757
7249		Calaveras CHD	SUB11470757
7250		El Dorado CHD	SUB11470757
7251		CDPH VBL	SUB11470761
7252		CDPH VBL	SUB11473810
7253		CDPH VBL	SUB11473864
7254		CDPH VBL	SUB11473977
7255		State Hygienic Laboratory at the University of Iowa	SUB11475741
7256		State Hygienic Laboratory at the University of Iowa	SUB11475809
7257		State Hygienic Laboratory at the University of Iowa	SUB11475825
7258		University of Iowa Hospitals and Clinics	SUB11475904
7259		State Hygienic Laboratory at the University of Iowa	SUB11475904
7260		UWHC	SUB11475960
7261		UWHC	SUB11475969
7262		UWHC	SUB11475984
7263		UWHC	SUB11476014
7264		UWHC	SUB11476029
7265		State Hygienic Laboratory at the University of Iowa	SUB11476991
7266		University of Iowa Hospitals and Clinics	SUB11476991
7267		State Hygienic Laboratory at the University of Iowa	SUB11478615
7268		NJDOH, Public Health and Environmental Laboratories	SUB11480250
7269		NJDOH, Public Health and Environmental Laboratories	SUB11480447
7270		CT Department of Public Health	SUB11480878
7271		Idaho Bureau of Laboratories	SUB11480995
7272		CT Department of Public Health	SUB11481152
7273		CT Department of Public Health	SUB11481344
7274		CT Department of Public Health	SUB11481470
7275		CT Department of Public Health	SUB11481655
7276		Montana Public Health Laboratory	SUB11481965
7277		UWHC	SUB11484421
7278		UWHC	SUB11484895
7279		Orange County Public Health Laboratory	SUB11485510
7280		National Health Laboratory Service	SUB11488906
7281		Africa Health Research Institute	SUB11488906
7282		Central Health Laboratory,Ministry of Health and Wellness	SUB11488938
7283		State Hygienic Laboratory at the University of Iowa	SUB11489544
7284		University of Iowa Hospitals and Clinics	SUB11489544
7285			SUB11489952
7286		Texas Department of State Health Services	SUB11491989
7287			SUB11492439
7288		AFRIMS-KAVRU	SUB11493729
7289		North Carolina State Laboratory of Public Health	SUB11495344
7290			SUB11495376
7291		University of Iowa Hospitals and Clinics	SUB11495457
7292		State Hygienic Laboratory at the University of Iowa	SUB11495457
7293		University of Iowa Hospitals and Clinics	SUB11495628
7294		State Hygienic Laboratory at the University of Iowa	SUB11495628
7295			SUB11499153
7296			SUB11499157
7297			SUB11499637
7298			SUB11500025
7299			SUB11500495
7300			SUB11502359
7301			SUB11502587
7302			SUB11502619
7303			SUB11502623
7304			SUB11504149
7305			SUB11504156
7306			SUB11504399
7307			SUB11504415
7308			SUB11504643
7309			SUB11504746
7310			SUB9175143
7311		South Dakota Public Health Laboratory	SUB9252119
7312		healthcare staff	SUB9527418
7313		CARS_DU	SUB9606490
7314		BCSIR	SUB9606490
7315		Trestan Pillonel, Damien Jacot, Sébastien Aeby, Gilbert Greub, Claire Bertelli	University clinic Duesseldorf
7316		not collected	University clinic Duesseldorf
7317		not provided	University clinic Duesseldorf
7318		Daniel Ehrsam, Isabel Stürmer, Catharine Aquino, Joel Wirz, Weihong Qi, Hubert Rehrauer, Verena Kufner, Gabriela Ziltener, Maryam Zaheri, Stefan Schmutz, Annette Audigé, Maria Grünberg, Kevin Steiner, Jon Huder, Cyril Shah, Riccarda Capaul, Guido Bloemberg, Jürg Böni, Michael Huber, Alexandra Trkola	University clinic Duesseldorf
7319		Nadia Wohlwend, Faina Wehrli, Dominique Fabien Hilti, Sinem Kas, Martin Risch, Thomas Bodmer, Lorenz Risch	University clinic Duesseldorf
7320			University clinic Duesseldorf
7321		not provided	University of Tartu, Estonia
7322		Aare Abroi, Radko Avi, Taavi Päll, Heiki Niglas , Merit Pauskar, Arina Shablinskaja, Eveli Kallas, Andrio Lahesaare, Kai Truusalu, Dagmar Hoidmets, Olga Sadikova, Kaspar Ratnik, Hanna Sepp, Liidia Dotsenko, Jevgenia Epštein, Heleene Suija, Katrin Kaarna, Lili Milani, Mait Metspalu, Ott Eric Oopkaup, Ivar Koppel, Erik Jaaniso, Ivan Kuzmin, Uku Raudvere, Tuuli Reisberg, Hedi Peterson, Ulvi Gerst Talas, Paul Naaber, Mari-Anne Härma, Irja Lutsar, Kristi Huik	University of Tartu, Estonia
7323		Kwabena Duedu	West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana
7324		Gordon A. Awandare	West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana
7325		HMCMTHIDR	
7326		University of New Hampshire	
7327		The Ohio State University Applied Microbiology Services Laboratory	
7328			CEMM RESEARCH CENTER FOR MOLECULAR MEDICINE OF THE AUSTRIAN ACADEMY OF SCIENCES
7329		not provided	Centre National de Recherche en Genomique Humaine (CNRGH)
7330			Comenius University, Faculty of Mathematics, Physics and Informatics
7331	ArrayExpress		Department of Medical Biochemistry and Biophysics, Karolinska Institutet
7332			LIV
7333	Science Park of Comenius University of Bratislava		Laboratory of Genomics and Bioinformatics, Comenius University Science Park
7334		Valeria Cagno	Laboratory of genomics and metagenomics, Institute of Microbiology, University Hospital Centre and University of Lausanne, Switzerland
7335	Irish Consortium for Sequencing Covid		NVRL
7336		NSW Health Pathology Diagnostic laboratories: Serology and Virology Division (SAViD)	SUB10092401
7337		SEYMOUR JOHNSON AFB	SUB10642778
7338		OFFUTT AFB	SUB10642778
7339		DAVIS-MONTHAN AFB	SUB10642778
7340		RAF LAKENHEATH	SUB10642778
7341		COLUMBUS AFB	SUB10642778
7342		MINOT AFB	SUB10642778
7343		MALMSTROM AFB	SUB10642778
7344		NH BEAUFORT	SUB10642778
7345		DOVER AFB	SUB10642778
7346		WHITEMAN AFB	SUB10642778
7347		FORT SILL	SUB10642778
7348		LUKE AFB	SUB10642778
7349		SHEPPARD AFB	SUB10642778
7350		JB LANGLEY-EUSTIS	SUB10642778
7351		ROBINS AFB	SUB10642778
7352		EGLIN AFB	SUB10642778
7353			SUB10845652
7354			SUB11183281
7355		CDC ID PLT	SUB11420579
7356		National Health Laboratory service	SUB11440376
7357		National Health Laboratory Service	SUB11440399
7358		PathCare	SUB11458241
7359		University of Pretoria	SUB11458241
7360		Stony Brook Medicine	SUB11461236
7361		ADHS	SUB11464400
7362		San Diego County Public Health Laboratory	SUB11489542
7363		Monterey County Public Health Laboratory	SUB11489952
7364		Monterey County Public Health Laboratory	SUB11492439
7365		Nevada State Public Health Laboratory	SUB11495376
7366		Utah Public Health Laboratory	SUB11499153
7367		Utah Public Health Laboratory	SUB11499157
7368		ALLINA HEALTH LABORATORY - ABBOTT NORTHWESTERN	SUB11499637
7369		HEALTHPARTNERS CENTRAL LAB	SUB11499637
7370		INFINITY BIOLOGIX	SUB11499637
7371		ALOMERE HEALTH	SUB11499637
7372		GLENCOE REGIONAL HEALTH SERVICE	SUB11499637
7373		VALLEY MEDICAL &amp; WELLNESS	SUB11499637
7374		CARRIS HEALTH - RICE MEMORIAL HOSPITAL	SUB11499637
7375		GLACIAL RIDGE - GLENWOOD MEDICAL CENTER	SUB11499637
7376		CARRIS HEALTH - WILLMAR MAIN CLINIC	SUB11499637
7377		HUTCHINSON HEALTH HOSPITAL	SUB11499637
7378		SANFORD THIEF RIVER FALLS MEDICAL CENTER	SUB11499637
7379		ESSENTIA HEALTH MOOSE LAKE	SUB11499637
7380		LAKE REGION HEALTHCARE	SUB11499637
7381		CENTRACARE LABORATORY SERVICES	SUB11499637
7382		UNIVERSITY OF MINNESOTA - BOYNTON HEALTH SERVICE	SUB11499637
7383		HEALTHEAST - ST JOHNS HOSPITAL	SUB11499637
7384		RIDGEVIEW MEDICAL CENTER	SUB11500025
7385		SANFORD BEMIDJI MEDICAL CENTER	SUB11500025
7386		INFINITY BIOLOGIX	SUB11500025
7387		CENTRACARE HEALTH - SAUK CENTRE CARE CENTER	SUB11500025
7388		UNITED HOSPITAL DISTRICT	SUB11500025
7389		CARRIS HEALTH - RICE MEMORIAL HOSPITAL	SUB11500025
7390		State Hygienic Laboratory at the University of Iowa	SUB11500495
7391		University of Iowa Hospitals and Clinics	SUB11500495
7392		State Hygienic Laboratory at the University of Iowa	SUB11502359
7393		University of Iowa Hospitals and Clinics	SUB11502359
7394		State Hygienic Laboratory at the University of Iowa	SUB11502587
7395		University of Iowa Hospitals and Clinics	SUB11502587
7396		Texas Department of State Health Services	SUB11502619
7397		Texas Department of State Health Services	SUB11502623
7398		State Hygienic Laboratory at the University of Iowa	SUB11502632
7399		University of Iowa Hospitals and Clinics	SUB11502632
7400		Africa Centers for Disease Control and Prevention	SUB11504032
7401		Utah Public Health Laboratory	SUB11504149
7402		Utah Public Health Laboratory	SUB11504156
7403		Nevada State Public Health Laboratory	SUB11504399
7404		Flagstaff Medical Center	SUB11504415
7405		Coconino County HHS	SUB11504415
7406		Coconino County Health and Human Services	SUB11504415
7407		Texas Department of State Health Services	SUB11504643
7408		UWHC	SUB11504648
7409		GALE, LETOSHA	SUB11504746
7410		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB11504746
7411		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB11504746
7412		FORT BEND COUNTY JAIL - 1410 RICHMOND PARKWAY	SUB11504746
7413		ACRES HOME MSC - 6719 W MONTGOMERY RD	SUB11504746
7414		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB11504746
7415		FORT BEND JUVENILE - 122 GOLFVIEW	SUB11504746
7416		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB11504746
7417		FORT BEND CO. HEALTH DEPT - 4520 READING ROAD	SUB11504746
7418		KIRBY - 9250 KIRBY DRIVE, 2030	SUB11504746
7419		FARRINGTON AT TANGLEWOOD - 505 BERING DRIVE	SUB11504746
7420		HOUSTON TRANSITIONAL-8550 Jason St	SUB11504746
7421		HCO INST FORENSIC SCI - 1861 OLD SPANISH TRAIL	SUB11504746
7422		NORTH HOUSTON - 9814 GRANT RD	SUB11504746
7423		UWHC	SUB11504789
7424		UWHC	SUB11507597
7425		UWHC	SUB11507660
7426		UWHC	SUB11507683
7427		UWHC	SUB11507691
7428		Pennsylvania Department of Health Bureau of Laboratories	SUB11510854
7429			SUB11511001
7430		Pandemic Response Lab - NYC	SUB11511048
7431		Pandemic Response Lab - NYC	SUB11511176
7432		CENTRACARE LABORATORY SERVICES	SUB11511267
7433		INFINITY BIOLOGIX	SUB11511267
7434		HEALTHEAST - ST JOHNS HOSPITAL	SUB11511267
7435		GLENCOE REGIONAL HEALTH SERVICE	SUB11511267
7436		ALLINA HEALTH LABORATORY - ABBOTT NORTHWESTERN	SUB11511267
7437		CARRIS HEALTH - RICE MEMORIAL HOSPITAL	SUB11511267
7438		CENTRACARE - MONTICELLO HOSPITAL	SUB11511267
7439		CENTRACARE HEALTH - SAUK CENTRE CARE CENTER	SUB11511267
7440		CHILDREN&apos;S HOSPITAL AND CLINIC - MINNEAPOLIS	SUB11511267
7441		ALOMERE HEALTH	SUB11511267
7442		INFINITY BIOLOGIX	SUB11511273
7443		GLENCOE REGIONAL HEALTH SERVICE	SUB11511273
7444		VALLEY MEDICAL &amp; WELLNESS	SUB11511273
7445		HUTCHINSON HEALTH HOSPITAL	SUB11511273
7446		LAKE REGION HEALTHCARE	SUB11511273
7447		ALLINA HEALTH LABORATORY - ABBOTT NORTHWESTERN	SUB11511273
7448		MAYO CLINIC - ID SEROLOGY LAB	SUB11511273
